Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010]
Age dependency ratio (% of working-age population),SP.POP.DPND,"Egypt, Arab Rep.",EGY,83.0770850867735,82.4867061193432,81.786217740704,80.8941882353205,79.7446889632781,78.4442824330951,77.0795017200549,75.6348963637419,74.1216867856986,72.5639319817383,70.9634880787894,69.3539965821086,67.723900597668,66.1129017568033,64.622806425185,63.3325779683052,62.2698723848794,61.3537114133202,60.5994922786584,60.0692857357484,59.8049327497168
Age dependency ratio (% of working-age population),SP.POP.DPND,El Salvador,SLV,82.115880470547,81.9531812245116,81.7554393656081,80.8006943070928,79.1979990896941,77.6468032226292,76.1893864034436,74.9082296082927,73.8697150704066,73.075328519786,72.4929820026037,72.0320696299501,71.551616381217,70.9969766233059,70.4074597334309,69.807659856905,69.2015155818764,68.1731901462218,66.6418044478473,64.977837965941,63.2772886400071
Age dependency ratio (% of working-age population),SP.POP.DPND,Equatorial Guinea,GNQ,82.5489065863615,83.4331860221422,84.2604537652667,84.9938481889495,85.555040118207,85.879509924818,85.9909905595622,85.9190647095485,85.69158049002,85.1782013914607,84.7474404203213,84.1632933139766,82.8452136468226,81.0347910610632,79.0135090638106,77.0818315858454,75.4895443065944,74.351840792363,73.6582964916476,73.3310193412098,73.262035471636
Age dependency ratio (% of working-age population),SP.POP.DPND,Eritrea,ERI,92.0776758704854,92.3018746222041,92.7897786457027,92.082838928829,91.586873977578,88.2323581791576,86.2239056408232,88.6811607925797,90.5872072271659,91.8763022921971,92.6589475769084,91.6443840380871,90.0079361882726,87.7345895244921,85.7483200813137,85.7876086569998,86.6717999771853,87.5010732955106,86.8234375689529,86.1168897555347,85.8398709634759
Age dependency ratio (% of working-age population),SP.POP.DPND,Estonia,EST,51.2593912123122,51.384731736405,51.5876704147699,51.8174363747395,51.9394035097926,52.0033688380366,51.9322720067144,51.6905008096455,51.085271824787,49.623960618108,48.4068665205599,47.9952449237429,47.6723682928631,47.3372831947442,47.0293584139313,46.8794586132276,47.1181763961803,47.5276886763905,47.7622216107319,48.0755937104364,48.5402840112319
Age dependency ratio (% of working-age population),SP.POP.DPND,Eswatini,SWZ,101.408188293005,98.7343892746974,96.2561014155496,94.8916747236934,97.3787305903754,99.0178236006178,96.5663026426568,94.2175897246901,91.8408867954057,89.3486393419458,86.9850175373019,84.7731047110758,82.731133207433,80.8960084195132,79.1856512133857,77.6430949646416,76.2475265335492,74.8767884827278,73.4793280296446,72.1777624016166,71.2979084580524
Age dependency ratio (% of working-age population),SP.POP.DPND,Ethiopia,ETH,96.3947600031635,97.3291698976997,98.1005388280309,98.621196687475,99.0768624174382,99.2948289723347,99.457769303689,99.8741742316739,100.395191492463,100.733320793717,100.813669664748,100.608412127562,100.078268249046,99.346315143172,98.5630297447057,97.7442612576672,96.7615971458513,95.6721721036868,94.5308773943443,93.2356334488931,91.7707612191842
Age dependency ratio (% of working-age population),SP.POP.DPND,Euro area,EMU,48.3393769888841,48.2291592308458,48.1532665415356,48.1919745614152,48.2201598403354,48.252041219359,48.2761709052424,48.2890570934127,48.3295216142221,48.449652371468,48.6750000186089,48.9353436112689,49.1573172711116,49.3233829085661,49.5339452862158,49.8379890789678,50.1114765846055,50.2478935994355,50.4237371641946,50.7577986775424,51.049705521292
Age dependency ratio (% of working-age population),SP.POP.DPND,Europe & Central Asia,ECS,52.4795545314751,52.4855768204281,52.5155090996007,52.5709956029528,52.5302808839374,52.379945640126,52.1106096496442,51.710418654593,51.1574023705215,50.5216905786464,49.9562426392954,49.447855740486,48.9927750629178,48.6343863449578,48.3863650838235,48.1884032278849,47.9939240860834,47.7647197170215,47.5557624461045,47.4649869821071,47.4274516025111
Age dependency ratio (% of working-age population),SP.POP.DPND,Europe & Central Asia (excluding high income),ECA,56.0688508431424,56.2208178130986,56.4085892768311,56.5808249564399,56.571693158106,56.3272751324502,55.8168334809276,55.0221409845601,53.8809382575296,52.5166736892573,51.2491475980961,50.0888569668019,49.0660269855188,48.305366803322,47.733610041127,47.168971944175,46.6097229999776,46.018836264676,45.3505869093388,44.7405105946529,44.2488915741216
Age dependency ratio (% of working-age population),SP.POP.DPND,Europe & Central Asia (IDA & IBRD countries),TEC,55.5238213458402,55.5897151554184,55.6722827415205,55.7363621830923,55.6451136374635,55.3560513206561,54.8425470884973,54.08184992092,53.0128270868155,51.7415032313697,50.544332909787,49.4420535718774,48.4717894987891,47.7254032408028,47.1499985443865,46.5991574052132,46.0723401942496,45.5342090215727,44.948066071704,44.4309492428149,44.0241467423208
Age dependency ratio (% of working-age population),SP.POP.DPND,European Union,EUU,49.3670484167144,49.1682944647647,48.9858937843096,48.8915186046489,48.7899969993372,48.6932848716202,48.5921277850352,48.4765055344832,48.3697250198902,48.3101598292483,48.3173420085003,48.3539929686264,48.3826115879317,48.3748205531658,48.4161595139536,48.5552056224901,48.7007728871508,48.780434552958,48.9319554371803,49.243943042112,49.550090186441
Age dependency ratio (% of working-age population),SP.POP.DPND,Faroe Islands,FRO,56.7998678996037,57.6625126305153,58.5340638891761,59.3216746157923,59.9586791837326,60.1118461932088,59.8276361529548,59.677014175489,59.7585728020511,59.7504947695787,59.5666608422156,59.2129725263375,58.8011805013739,58.35672280139,57.659581457998,56.824602994187,56.251617076326,56.2148717617417,56.7155482179275,57.3391812865497,57.6924329782729
Age dependency ratio (% of working-age population),SP.POP.DPND,Fiji,FJI,72.1139383995166,71.6883310072059,71.052059511491,70.1693935813287,69.074135442835,67.8366388861819,66.4986778984333,65.0658049956403,63.6080949069142,62.2193152849302,60.9568369665039,59.8881018941719,58.9549893954073,58.1113716705751,57.3749952335038,56.685882523599,56.0612594016852,55.5339402311055,55.1128147292239,54.7789370295071,54.4743987289387
Age dependency ratio (% of working-age population),SP.POP.DPND,Finland,FIN,48.5946562399146,48.7814069978961,48.9537474541631,49.1833037800173,49.4902592375732,49.8066189209315,49.9945997444757,49.9819957466775,49.743400651799,49.4904622839641,49.4134833873694,49.4346092095129,49.5144788122096,49.6452644563166,49.8570843838462,49.9185265158898,50.1531107135872,50.2969864844934,50.2291012603255,50.4812754942129,51.0971076789931
Age dependency ratio (% of working-age population),SP.POP.DPND,Fragile and conflict affected situations,FCS,87.376354014583,87.29852163924,87.2191562764945,87.231724312168,86.9449412810843,86.4946878965179,86.3245428865777,86.1763326175415,85.8457287149578,85.4320806198319,85.053238058035,84.7072518735384,84.4687025045519,84.2913713356583,84.0625083763204,83.7935439361054,83.4943257644888,83.2708248643021,83.0884937763654,82.871589090425,82.6616628823975
Age dependency ratio (% of working-age population),SP.POP.DPND,France,FRA,51.8697553873094,52.2145652853204,52.5270214126374,52.7313553335873,52.8757923942112,52.9786430379804,53.0391807380517,53.0867481406146,53.2066479898458,53.3825064541432,53.5400136927765,53.6474777243612,53.694788551492,53.6775423627357,53.6839140462286,53.6655800936569,53.5594684404465,53.5484536324785,53.7673476624255,54.1389387281626,54.5243646504136
Age dependency ratio (% of working-age population),SP.POP.DPND,French Polynesia,PYF,63.9602622258125,63.9018007257678,63.728874210695,63.5443852300224,63.2503513350733,62.5665519421226,61.5420015110928,60.2769210138125,58.8533457163973,57.4254078808057,56.0093508495968,54.6463825762169,53.3872371154768,52.0633508216424,50.7678588561979,49.6436398968736,48.7414645759612,48.1829901025963,47.702529113231,47.2209908157358,46.9391559184603
Age dependency ratio (% of working-age population),SP.POP.DPND,Gabon,GAB,92.612933880654,92.5742177817606,92.3632897967055,91.9742686475724,91.3874752367819,90.5690758631935,89.5241311151375,88.3416504634286,87.0838545862785,85.7614674503768,84.4018223828597,83.0109210705086,81.5794495353247,80.115067791472,78.6444006867879,77.1912388112835,75.7643676076817,74.3925191578426,73.1134979447912,71.9981443187445,71.0808319352433
Age dependency ratio (% of working-age population),SP.POP.DPND,"Gambia, The",GMB,96.9798556085151,97.1215927841522,97.2673320697326,97.4288649828816,97.6292008509048,97.8325545245763,97.9583087640122,97.9924170673113,97.9739691752526,97.8448862090851,97.5572281995501,97.1576075875313,96.666843236078,96.2582966923498,96.0008996304221,95.765100932272,95.5315407546381,95.2919891780041,95.0399605750895,94.8204716470303,94.6381171118492
Age dependency ratio (% of working-age population),SP.POP.DPND,Georgia,GEO,51.1505477712219,51.9618440932253,52.8551305972782,53.802743151204,54.6362651516217,55.1989417319476,55.4894177375743,55.5639915443021,55.4139138332625,54.9792761605387,54.4125656052422,53.8782021918898,53.4017189718865,53.0476408097505,52.7059105315159,52.1891036778003,51.4444281825367,50.4205564321072,49.1790296121488,48.0320574118115,47.3053055965742
Age dependency ratio (% of working-age population),SP.POP.DPND,Germany,DEU,45.0167831856323,45.4190838996544,45.7120466882346,46.0045860735607,46.2645452345662,46.4205374547133,46.4696216035437,46.452273697757,46.4307693675058,46.6378994084848,47.1455661957653,47.7002061527281,48.1962619258712,48.6970800617682,49.3633704159368,50.1387541589291,50.8698079585256,51.3246753848754,51.5463234445798,51.7595486446151,51.6341960817239
Age dependency ratio (% of working-age population),SP.POP.DPND,Ghana,GHA,97.5441677404768,97.1762801609572,96.4152553185185,95.1846126765147,93.7398232008169,92.120290049862,90.4247994319275,88.579817874495,86.591243345199,84.8394081103331,83.3955749498018,81.9443315802191,80.4848338779615,79.175230816221,78.0020892436616,76.9948109891692,76.1077934066698,75.2491878535354,74.4682685281138,73.8398530342209,73.4306472523468
Age dependency ratio (% of working-age population),SP.POP.DPND,Gibraltar,GIB,50.5981586636529,49.5760128581721,49.428793256433,50.1190146692499,50.9127115831397,51.4224161741148,51.5519047356525,51.6310028054348,51.8628420705572,52.0617141602152,52.0554702916027,51.5885601793624,51.3073668221764,51.5773124096192,51.8722233975037,52.1500887172529,51.8345563709139,50.9283018867924,50.202589188655,50.0730424620179,50.912338289245
Age dependency ratio (% of working-age population),SP.POP.DPND,Greece,GRC,49.7239880282973,49.1159542355231,48.6058796646806,48.1718430556978,47.7307500331634,47.2349175610712,46.8127782804328,46.547522663386,46.3763736811391,46.3086350484136,46.3916840018235,46.6456794795343,47.0310165767629,47.4575475300614,47.9124029603162,48.4753502422199,48.9736565910432,49.2750041816289,49.6577195878261,50.2775943715329,51.0971085375468
Age dependency ratio (% of working-age population),SP.POP.DPND,Greenland,GRL,42.1340559333299,43.3071679405082,44.3852640923213,45.4507127611921,46.4611811896342,47.0716921454929,47.2951964375115,47.4227346917285,47.4310793408846,47.2866181837276,46.8870883429169,46.3104325699746,45.6629699199753,45.019543724293,44.4123020706456,43.7934082586185,43.2012510404318,42.6679448046215,42.2460163135433,41.9645107627161,41.6569166811879
Age dependency ratio (% of working-age population),SP.POP.DPND,Grenada,GRD,78.0588214144465,77.7077098475132,77.0598955595276,76.7240335553057,76.5831450674334,76.2205551133766,75.7332975763468,75.1182121347867,74.0828770940563,72.8035977158387,71.3593007305324,69.306060986322,66.557916929564,63.7009604672869,61.010320797436,58.5407589548912,56.3813898438821,54.5589110075117,53.0604468878426,51.8632749118314,50.9410736975858
Age dependency ratio (% of working-age population),SP.POP.DPND,Guam,GUM,50.7764449291167,51.6338953832893,52.4868998423721,53.1688065670385,53.6637841433501,54.0152276971699,54.2758425030904,54.4133832269425,54.4724362774155,54.5332149581947,54.7814828056004,55.1772504563359,55.4511116423619,55.5099748724587,55.2685891731203,54.7226979317613,53.9599285707608,53.0145433607608,51.9953863898501,51.0504143836559,50.9731936866005
Age dependency ratio (% of working-age population),SP.POP.DPND,Guatemala,GTM,95.854113262834,95.5429743525889,95.1845479501137,94.7511232290755,94.2793447298686,93.7580981438051,93.1664494593894,92.4986568548224,91.7271161214456,90.9146132642798,90.2151099889446,89.5211939635155,88.6087041985109,87.440425290355,86.0553689768713,84.5513954353493,82.97497419817,81.331979052328,79.6421930697723,77.9126351466495,76.1541904308127
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea,GIN,91.0414890914311,91.3912702862363,91.8097173891377,92.2104552755397,92.5698154253945,92.8211537801182,93.0056531748113,94.1215578027757,95.2824854891942,95.6962793778527,96.381057550454,97.8312789050378,98.617975899441,98.1039076065687,97.6420464696092,97.3603061508501,96.8997229238811,96.0439790154476,95.0356945067932,94.0631493333591,93.1311122510534
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea-Bissau,GNB,109.713525005978,108.541362849499,106.665643006651,104.981979989836,103.351628971183,101.5654740534,99.6992091546867,97.8532086981386,96.1579240331858,94.6120418493462,93.1279743552328,91.7582593551122,90.5906821470079,89.6354752226931,88.8355081281437,88.2440421372038,87.8424350464329,87.4874949915341,87.0763561317049,86.5628466300837,85.9892718123991
Age dependency ratio (% of working-age population),SP.POP.DPND,Guyana,GUY,68.1481814908174,67.5514523755911,67.0919860674067,66.8443358729535,66.6782300082055,66.6232203062968,66.6842146009135,66.8487866522915,67.0888619496501,67.3514399003859,67.5799429515088,67.7175191875134,67.7032648541822,67.2978953666391,66.4932596791533,65.4879844555974,64.1938368339349,62.7021353928078,61.2034414578101,59.7360900848798,58.3414134314518
Age dependency ratio (% of working-age population),SP.POP.DPND,Haiti,HTI,85.3280953330327,85.3855364726019,85.1967126194364,84.8205394509281,84.2773638466287,83.5994737049879,82.8047495495512,81.8898623940598,80.8995768856685,79.8674330898857,78.7936926020326,77.6451912699802,76.400879077193,75.1036991511523,73.7500845824554,72.3703164917943,71.0823660476494,69.8931083727417,68.7692570448992,67.7278622356779,66.6845608215551
Age dependency ratio (% of working-age population),SP.POP.DPND,Heavily indebted poor countries (HIPC),HPC,96.6530862805289,96.6557621255715,96.5648942664882,96.5399262130082,96.2489171638148,95.8595531342315,95.8337551799398,95.879172250669,95.7118365237286,95.4205944088388,95.1287815275176,94.7934501723126,94.4309368157436,94.0165258032478,93.5617071636233,93.0913691813649,92.6456299568281,92.3521001768978,91.9979971390051,91.513006139338,91.0792817861132
Age dependency ratio (% of working-age population),SP.POP.DPND,High income,HIC,49.7868796982181,49.7425771768049,49.749365910834,49.7328767438304,49.6759570954435,49.5854090680418,49.4638036815838,49.3412291226541,49.2229114342241,49.1144158616614,49.0206006105905,48.9676198256265,48.9123589417484,48.8232757548289,48.7412258277461,48.6784908030804,48.6195552163499,48.5842556533086,48.6422255648578,48.7849295383192,48.9200845881103
Age dependency ratio (% of working-age population),SP.POP.DPND,Honduras,HND,97.875317279009,96.6624548114864,95.3793846149347,94.0581273223127,92.6954187177509,91.2956812599221,89.8884190479701,88.5111848219378,87.0826954933753,85.7173167266623,84.4733120632018,83.2020555056177,81.8880902176622,80.5184941771672,79.0658097787375,77.5201941018039,75.8994031156446,74.2120355807952,72.468410074886,70.6973444611485,68.9343142034868
Age dependency ratio (% of working-age population),SP.POP.DPND,"Hong Kong SAR, China",HKG,42.1127250740957,41.8685308862492,41.6948220136665,41.4875494073516,41.2188520171314,40.9355257811024,40.6974420638391,40.465812366351,40.1948248941206,39.824730684173,39.3257471015441,38.9407082431366,38.6986746495361,38.3233706446932,37.7167462832618,36.9515240409906,36.1779959665528,35.5698450501308,35.1130133029362,34.7139675150884,34.3326911403763
Age dependency ratio (% of working-age population),SP.POP.DPND,Hungary,HUN,50.6047934887088,49.8451193081129,49.1889761763011,48.616446017949,48.1888499848206,47.9227092990267,47.6743368378027,47.4099828087108,47.2368380859012,47.0107471541747,46.6761616444555,46.2395293267849,45.8892023606844,45.6548712637262,45.4114407107636,45.2255487602351,45.0809692337655,45.0580165421111,45.1518484318023,45.343150441287,45.4572496308303
Age dependency ratio (% of working-age population),SP.POP.DPND,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Iceland,ISL,55.2627570449353,55.1726005959009,55.3226554969835,55.6747950202766,55.6530744791027,55.4133909739049,55.1208763317739,54.7260473318077,54.2105352008058,53.7639832810404,53.4900222697699,53.3033865024074,53.0957477396888,52.6612180332191,52.0400408112273,50.9981426354222,49.583916015048,48.4526503871352,48.0577089921917,48.5681899812948,49.371125305279
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA & IBRD total,IBT,69.2074207913975,68.8539286288553,68.4860423091448,68.1361445135951,67.6424331255724,67.0022956245829,66.2766598655999,65.428432093946,64.5400297335573,63.6649325869039,62.7844848790187,61.8906440616832,60.9966181263554,60.148262329007,59.3220468667229,58.5003920864273,57.793291273491,57.2346848855045,56.7558356704797,56.3418696057373,55.9837135561993
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Age dependency ratio (% of working-age population),SP.POP.DPND,India,IND,72.5543146583107,71.957597840167,71.3807827110504,70.8064860660778,70.1867883545595,69.5017281895232,68.748889426866,67.9514211146581,67.1303776610437,66.2711749706096,65.4081668735912,64.5532432313999,63.7037887208391,62.850414364167,61.9623214465652,61.0573345444543,60.1209646695818,59.155016427882,58.2056112132693,57.2811081750564,56.3591581653336
Age dependency ratio (% of working-age population),SP.POP.DPND,Indonesia,IDN,66.1056005967258,64.8320877148468,63.607783068833,62.3886768756278,61.2033286881483,60.0720832745774,59.012216262366,58.0130675291321,57.0532949255414,56.1345154216282,55.3358520962244,54.7021196061619,54.1447266800464,53.602139318318,53.0836903653964,52.6459197638898,52.2669412827263,51.9444027459425,51.6757316979876,51.3833621385041,51.0581042637434
Age dependency ratio (% of working-age population),SP.POP.DPND,"Iran, Islamic Rep.",IRN,88.1905226347375,85.9479399228317,84.8626192291512,84.8168150881436,83.8473634484131,80.7108815966218,76.9831716748669,72.6633811899003,68.023153633426,63.515183817535,59.2339183950372,55.269875944741,52.0746153875517,49.186701106397,46.3071319906014,43.7816460808177,41.5865622704271,39.8160715577927,38.5417178430676,37.7918964050017,37.5182407147824
Age dependency ratio (% of working-age population),SP.POP.DPND,Iraq,IRQ,94.5865488696692,93.5268032632313,92.6384827202219,91.8675564357082,91.182422384352,90.5017042419538,89.814888806181,89.1635708752347,88.5629538117653,87.9361787771838,87.2926007174027,86.6563874352584,86.0013019566826,85.3384535623094,84.6687533387958,83.9067781855028,83.0331949579514,82.1028029366822,81.1392417383809,80.2075766809352,79.4170909846528
Age dependency ratio (% of working-age population),SP.POP.DPND,Ireland,IRL,62.8838157925232,61.4754424175303,60.0885194231211,58.6262447766067,57.0271955858672,55.3082783518953,53.6394174093783,52.178150322152,50.9581933951907,49.9228382430038,49.0184421960202,48.1725453524625,47.4599758255449,47.0311749258502,46.6768841356317,46.0866065662371,45.2580633758295,44.8524668545592,45.3536646288102,46.5339429847546,48.0354324970159
Age dependency ratio (% of working-age population),SP.POP.DPND,Isle of Man,IMN,58.1467447468136,57.8256837152487,57.715516274479,57.539434987969,57.1532782174278,56.6149395055234,55.9549344599718,55.2354346157127,54.6190466203888,54.081716879901,53.4440744050036,52.9500090091894,52.7600197921821,52.5504012526913,52.2328857242367,51.8422209900384,51.5222482435597,51.4246237723589,51.4928130658094,51.7163141330601,52.063417200283
Age dependency ratio (% of working-age population),SP.POP.DPND,Israel,ISR,67.6269243373071,66.8403955354602,66.0625572531704,65.3524275942746,64.6991442296282,64.0579140709322,63.5168886056996,63.0393029203759,62.4425527122139,61.8600186991264,61.4120280064883,61.0738993742158,60.8995878815426,60.7952294788173,60.6540880325074,60.4689051408586,60.2411124759168,60.1159419514204,60.1407190994889,60.3551222446461,60.7582858438197
Age dependency ratio (% of working-age population),SP.POP.DPND,Italy,ITA,45.9735755978119,45.2957211035861,44.8840526311171,45.1233600985387,45.3975476963157,45.8378254260443,46.3662631086095,46.8336317692114,47.2855449847205,47.7819331802762,48.3313033832247,48.8617818118674,49.4316248447682,49.938166716325,50.4449779137801,51.1317567276912,51.7396950313922,52.0411331544171,52.2080658871152,52.4564596895433,52.6569374875307
Age dependency ratio (% of working-age population),SP.POP.DPND,Jamaica,JAM,76.442892475236,75.3846567775873,74.5606003354158,73.8440264626496,73.055911611447,72.1305144423462,70.9605916982436,69.6250786729304,68.2099053570508,66.6092536738754,64.7309773355027,62.7067762366911,60.7185978934287,58.827599883292,57.0967091366481,55.583447445325,54.1850202586968,52.6722523221127,51.0717879513561,49.5173528881937,47.9758358195383
Age dependency ratio (% of working-age population),SP.POP.DPND,Japan,JPN,43.4175365948002,43.2501965495451,43.2661292272576,43.3758439665048,43.6227304925509,43.9967746705597,44.5265237896264,45.2062783408658,45.920370630353,46.6365395013403,47.4434161789422,48.4140460156725,49.4056756056188,50.2733365603622,51.0852062925455,52.0895333874869,53.3908601247254,54.8098993432689,56.1802367944722,57.3912245053737,58.2301724787952
Age dependency ratio (% of working-age population),SP.POP.DPND,Jordan,JOR,92.8757186595182,88.7172571405041,84.8230818130111,81.4419253568955,78.8925486509779,77.3024643879516,76.5646065252646,76.3459531066875,76.2227803196919,75.9714324000488,75.5684858468405,74.998152851692,74.3183766205015,73.566738437766,72.6738333937271,71.7265914442944,70.8232629333177,69.9255168213861,68.9555276490711,67.9414427300637,66.874310835472
Age dependency ratio (% of working-age population),SP.POP.DPND,Kazakhstan,KAZ,59.1265831138546,59.2400538552896,59.340030377077,59.422598540146,59.4883299988403,59.3801521766755,58.571398179723,57.1046160633229,55.3839896655639,53.9320571151166,52.727998493615,51.4206603333259,50.1876265339477,49.0820799348515,48.1638684459772,47.4242319540219,46.8279751203354,46.3490227798446,46.0004582601956,45.784663171468,45.8144828820288
Age dependency ratio (% of working-age population),SP.POP.DPND,Kenya,KEN,106.053583273077,104.79224382898,103.515384626179,102.142234826653,100.684556491557,99.2669446443456,97.946535859374,96.6204527870953,95.3525304724458,93.9882544550426,92.5138535679197,91.0131160324289,89.5878189342111,88.2976348705406,87.0942590692232,86.096942861562,85.3123190017925,84.7195990566851,84.2121577620291,83.6829417197602,83.1450986792769
Age dependency ratio (% of working-age population),SP.POP.DPND,Kiribati,KIR,78.0949220046465,79.0232503797173,80.1031142348508,81.009703405346,81.4983153562626,81.6542191505964,81.5040427723119,80.955140588109,80.1604132109938,79.129471156806,77.8583156461495,76.7769272826681,75.6887798756488,74.3059406306606,73.0367386574116,72.068361086766,70.9125994740258,69.5022850020773,68.2951307951308,67.186119873817,66.06950638167
Age dependency ratio (% of working-age population),SP.POP.DPND,"Korea, Dem. People's Rep.",PRK,45.0338368912065,45.0102658348881,45.2729326531612,45.6417056300679,46.050219225061,46.3555369122251,46.5127880559249,46.6272776492795,46.7426025718219,46.8702416857334,46.9610824237832,47.0106242079331,47.0393069827901,47.1155786442114,47.2299582026519,47.2278882963429,47.0514932250738,46.7389429509085,46.3455197388142,45.9281394930383,45.4728801808626
Age dependency ratio (% of working-age population),SP.POP.DPND,"Korea, Rep.",KOR,44.5526608722346,43.5828687513408,42.8171074333059,42.1844450355575,41.5518558158905,40.7677366895829,39.9807847545359,39.4003781445001,39.0391795990533,38.9374633426475,39.128309098996,39.3822120371851,39.5431312943395,39.6399569525157,39.6530755540775,39.5161321612154,39.2795382312099,38.985872919079,38.5835526514846,38.1725196782588,37.828557893607
Age dependency ratio (% of working-age population),SP.POP.DPND,Kosovo,XKX,72.3076923076923,71.1068479665071,69.5537016592041,67.7150636293028,65.9387082380176,64.2736739495472,62.8245914953213,61.5249941731755,64.7610212161134,71.7395796376509,72.8919638798177,69.7524692208059,66.4058292040857,63.2302507577159,60.4498109002054,58.0645071615422,56.2676132496167,55.2027820755258,54.5988609791121,54.2286749454304,54.039224599348
Age dependency ratio (% of working-age population),SP.POP.DPND,Kuwait,KWT,67.6771711480648,63.8484788807165,61.4038652106146,56.8963341565676,52.5897184852111,50.8570350515351,49.8965528469308,48.5501862498134,46.9131227104674,45.140260033428,43.3447200114385,41.6169587046469,40.0212422401878,38.5778909052543,37.2568903120702,36.1697824722989,35.3967015440459,34.7775991569575,34.1836070984041,33.5568876235994,33.026245439216
Age dependency ratio (% of working-age population),SP.POP.DPND,Kyrgyz Republic,KGZ,73.8191444893409,74.4640925180108,75.287743406135,76.5210268210973,77.2083731536301,77.0930779378077,76.4857285031468,75.2175575723093,73.5050605339474,71.4712433896922,69.3522373724819,67.2662083428465,65.1792904110469,63.1660153463343,61.2221642497186,59.4196588346425,57.8120010161126,56.416168427353,55.2033251977575,54.1883749052666,53.5643192054197
Age dependency ratio (% of working-age population),SP.POP.DPND,Lao PDR,LAO,89.8362270038663,89.7952479596014,89.8091008852695,89.8467383270879,89.8288127442472,89.674302372087,89.3571883362416,88.7931988777694,87.9606663084363,86.9332900194073,85.7519530815781,84.4130309422737,82.886163080888,81.1452810585463,79.2056026857698,76.8939582832766,74.3383003742944,71.9305225550119,69.7652200786814,67.8709680200865,66.2077309478944
Age dependency ratio (% of working-age population),SP.POP.DPND,Late-demographic dividend,LTE,55.1334118315537,54.8946626169639,54.5415375923775,54.1997434656128,53.7177540572359,53.0676165143379,52.2465774764572,51.2040119914806,50.1798243978978,49.2158593994152,48.1841764107159,47.0443048814133,45.7622366429916,44.5393338676225,43.4028486377028,42.2454636466638,41.3386942658931,40.7565469809645,40.3053833201071,39.9903209458623,39.8030963482947
Age dependency ratio (% of working-age population),SP.POP.DPND,Latin America & Caribbean,LCN,70.0950822253778,69.2267714761602,68.358118968698,67.4906870208202,66.6211984334423,65.7469461217668,64.8563114508319,63.9411924508393,63.0201275216331,62.1072362493059,61.2114845373465,60.3342244043217,59.4619214299892,58.5878111885601,57.7190080547702,56.8748155764722,56.0607808886068,55.2744040410549,54.5151983055664,53.7845535996378,53.0717378480321
Age dependency ratio (% of working-age population),SP.POP.DPND,Latin America & Caribbean (excluding high income),LAC,70.7278018914655,69.8145431366202,68.9035042836147,67.9978844088201,67.0941703540966,66.1883993917377,65.2675587712343,64.3214522829029,63.3708117776166,62.4324882664777,61.5146700822656,60.6212303373807,59.7365441546114,58.8516797529872,57.9743191712848,57.12094240887,56.2946910133898,55.490483324175,54.7062268880296,53.944144308519,53.1951590494157
Age dependency ratio (% of working-age population),SP.POP.DPND,Latin America & the Caribbean (IDA & IBRD countries),TLA,70.8423156420818,69.9502212343644,69.0539914304958,68.1560316432154,67.2519323344282,66.3390452731284,65.4083514792802,64.4564446921078,63.5041078500757,62.5626680012441,61.6398941351548,60.7366493378875,59.8393721436165,58.9431283736666,58.0555976436831,57.1942859509127,56.3628429531658,55.5562793322916,54.7731963500591,54.0159058280835,53.2758950460023
Age dependency ratio (% of working-age population),SP.POP.DPND,Latvia,LVA,49.9873281128913,50.4934535502992,51.015584249043,51.4009947745101,51.5084780704944,51.3895234718532,51.1543160285377,50.7811599394607,50.1362117739551,49.3640807303496,48.7475002465984,48.2179310992125,47.748002993112,47.5093129979666,47.4407092929547,47.3957849842946,47.4366566375363,47.5817935112504,47.8854556433017,48.3270793596707,48.7630115525069
Age dependency ratio (% of working-age population),SP.POP.DPND,Least developed countries: UN classification,LDC,92.1304279778336,91.8889407969192,91.5661072786341,91.3030568127763,90.8535256891609,90.3100814967244,89.9916268676261,89.6903788644305,89.1584104235381,88.5304349112009,87.96164103077,87.4100659522324,86.9155881036656,86.4343914685787,85.9187608115239,85.3800629910728,84.8956834158772,84.5405506516358,84.1579667208017,83.6657113343192,83.1412248647645
